Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,processed_text
41,3,0,3,0,1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",hated hoes favorite 2mw sevenone httptcobmdsvmc3rc
42,3,0,3,0,1,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",nice girls bad make get naughty bad yello hoe real nice body south chick like em real thick httptcobzrdl3kf7u
43,3,0,3,0,1,""" pimps up pimps up hoes down "" Future voice",pimps pimps hoes future voice
44,3,0,3,0,1,""" post a picture of that pussy get 200 likes """,post picture pussy get 200 likes
45,3,0,3,0,1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",pussy powerful drug 😅 happyhumpday httptcor8jsymib5b
46,3,0,3,0,1,""" quick piece of pussy call it a drive by """,quick piece pussy call drive
47,3,0,3,0,1,""" running round here like some brand new pussy thats bout to get fucked """,running round like brand new pussy thats bout get fucked
48,3,0,3,0,1,""" these bitches even worst they'll send them guys for you """,bitches even worst theyll send guys
49,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """,hoes like niggas spend money talk bout
50,3,1,2,0,1,""" we dont trust these niggas all these bitches """,dont trust niggas bitches
51,3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """,yall niggas b cuffing hoes cause yall aint never bitches
52,3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",dodge bullet 😅 “ darealkha da bitches cut pregnant bound thank god 🙏 ”
53,3,0,3,0,1,""" young Pill Chamberlain these bitches love my music """,young pill chamberlain bitches love music
54,3,0,2,1,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",😂😂😂😂😂😂😂😂😂😂😂vandalsavage teanna trump probably cleaner twitter hoes
55,3,0,3,0,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",😂😂😂😂😂😂😂😂😂😂dahomiefuzz gay niggas couldnt wait act like bitches tonight
56,3,0,3,0,1,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",😂😂😂theparadox ima steal cat n replace pitbull 😂😂😂😂 rt 80sbaby4life theparadox bitch
57,3,0,3,0,1,"""&amp; he's gone always be a hoe""",hes gone always hoe
58,3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",son bitch took tic tacs like movie
59,3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",wan na get money fuck model bitches russell simmons
60,3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",2015seniorprobs probably ’ mind school much ’ deal bitch ass teachers retweet
61,3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said""",a7xdemery im fucking fag said
62,3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",arizzleindacut females think dating pussy cute httptcovxbjg26gsz stuff make pussy
63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",addicted2guys simplyaddictedtoguys httptco1jl4hi8zmf woof woof hot scally lad
64,3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",adorebellaaa ya ever asked bitch bitches kanye voice yes
65,3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",adorezoey u gone bring ur side bitch game know ya gf friends 😩😩😩😩 swear
66,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",allaboutmanfeet httptco3gzupfumev woof woof hot soles
67,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",allyhaaaaa lemmie eat oreo dishes one oreo lol
68,3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",almightywayne jetsandaswisher gook bitch fuck u httptcopxmga68nc1 maybe youll get better httptcotprevwfq0s
69,3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",almightywayne fuck red malone man bitch ass niggah could please use complete sentences
70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",arizonasfinest6 eggplant emoji doey say looked like scream lmao
71,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",autoworid hennessey venom gt 🙈 httptcoi8egmnkaj9 thats one sexy bitch
72,3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",bossbytchh seh pussy wetter shower curtainahmesehwetnesslmao
73,3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",brohen314 eaglesnation every eagles need see pic posted bitch said racist shit
74,3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",bvsedchink yo fuck skateboarding yall wood pushing faggots man ball life httptcovbczp6hmt7 amjemiebenn
75,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",babyanimalpics baby monkey bathtime httptco7kpwadlf0r awwwwe soooo adorable
76,3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",baylaagottabody 😂😂😂😂 aint shit damn skippy lol
77,3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",beeasyjrizzy u ever kill ant sidewalk think damn nigga way get pussyno bs must b 30chance
78,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",beenbasedb kudabrazyy httptcoluubgl9y5u 0 rings 0 mvps 0 bitches lol
79,3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",beenflynsolo ppl talk bad ghettohood kid growing nigga funnnnnnn
80,9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",bestproadvice facts tattoostattoo httptcozwnbhpdz8e hes pussy tattooing nipples
81,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",bill215 💯💯💯 rt nelayden bitches wanting act like niggas bad 😩😩😩 shit aint cuteeeee niggas act like bitches
82,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",bitchjones92 get worshiping bitch httptcor37cejcjou woof woof
83,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",blackchiquitita wow rt thatmanpalmer im lost buttcheek piercings httptcoyn6guyouq6 yeah shes hoe
84,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",blacknerdjade ok sis shed rather broke bitch shrugs shell tell works
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",blackman38tide whalelookyhere howdydowdy11 queer gaywad
87,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",brokenpiecesmsc itsnotadam faggot read tweets dat k wasnt even funny lol
88,3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",brosconfessions bitch ungrateful httptco06e77bgwbx fr lulwhore
89,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",cashandboobies kidnapped yo bitch
90,3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",cbbaby24 whitethunduh alsarabsss hes beaner smh tell hes mexican
91,3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",ccobey aydanmccoy happy birthday nigs thanks yo
92,6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",chlldhoodruiner ur teacher tells u u homework httpstcorkk5vawij1 bitch need go
93,3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",caelang15 22edham caelang15 nigga eating hoe lol hell yea lol john paul nigga said john paul httptcoosipbkpr9h
94,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",canifuckornah would yall lil ugly bald headed bitches stop making makeup weave
95,3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",carelessone92 leafs better win damn game go riot shit earlychristmas better start looting nig
96,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",causewereguys going back school sucks dick hoes attend
97,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",causewereguys way fuck yo bitch httptcoj906t5ze2r 9 year old
98,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",celeynichole whitethunduh come never bring food dont car retard
99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",chadmfverbeck richnow doesnt show hella tinder hoes im friend anymore chill brought like like 8 prople
100,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",chandlerparsons bout cowboys shutup pussy
101,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",clicquotsuave lmaooooooooooo nigga krillznuhcare httptcoaanpsujmyi bitch want likes depressing shitfoh
102,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",coleycee lilaerii girl know spitting g shit going lbvsbitch plz
103,3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",coleycee let make couple tweets cuzzo page wont get twitter jaillmao bitch dont trick
104,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",comedyposts harlem shake excuse go full retard 30 seconds
105,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",comedytruth amen miley 🙏 httptcop2kb2tfyxrokay dont need act like hoe bc shes emotionally damaged foh
106,3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",corybandz one loyal female wayyyyy better hoes idc 💯
107,3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",crhedrys pussy licking pussy meow meow stopwhitepeople2014 🐱 httpstcokeegdcjs5k ” 😕
108,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",dbabholloway check 12th man cowboysnation even faggot ny fans stands
109,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",dgotbricks happen vixen ent bitches got ran threw side like foothill bitch
110,3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",daedavidavie whitethunduh im bitch okay nudes pat 😪😏🐸 wow
111,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",devilgrimz vigxrarts youre fucking gay blacklisted hoe holding tehgodclan anyway httptcoxuccwoetmn
112,3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",diamondloudkush fuck wrong bitches nobody knows
113,3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",dietrich1892 yall shut upp make bitch
114,3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",dionairish hate im pregnant type bitch
115,3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",doyouq got bitches dm dont ever readem top 3
116,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",domworldpeace baseball season win yankees love started
117,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",dommoneek little stupid bitch dont fuck yoooooouuuu
118,3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",dreadheadari really asked dead ass serious tho could say bitch wheet lol
119,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",dunderbail im early bird im night owl im wise worms
120,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",edgarpixar overdosing heavy drugs doesnt sound bad tonight pussy shit every day
121,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",elgrillo1 pit bulls photographed lovely fairy tale creatures httptcoq0sm89oolh ” fairy tale creatures
122,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",ferociousghost 1stnamebravo aw fag dont tweet aw lol
123,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",flokid88 long lakers trash could careless thats real cc benballer hahaha
124,3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",frosstyy h0rheyd didnt say anything tho kiss faggot
125,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",funnypicsdepot play soccer cheat girls wear khaki coloured cargos haircut httptcozuai7qwbir 😂 yup
126,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",g27status could go fat ass bitch lap
127,3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",gedmelle 17 missed calls 😠😡das yo po bitch twitter finna screamn freemoneymelle
128,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",gtmal ya side bitch got ta know rules shitanybody ask cousin jersey thinkin bout moving lmmfao 😂😂😂😂
129,3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",gagatom1 “ malefoot 3 amo los pies httptco4qe1hdkk8i ” fuck yeah
130,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",girlthatsvonte hoes thinking meat wont slap ass 😴👋 ainna bruh
131,3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",girlthatsvonte yall bitches wit edges talking 😩😴✋😂😂😂
132,3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",girlthatsvonte yall still going trick treating year nahhell yeah ima da sweet tooth bandit steal bitches bags n shit
133,3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",girllssues wan na sex mom fuck right pussy came damn got hacked like fuck
134,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",gizzyjones94 kiss u eyes open watch bitchlmfao
135,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",goofstroop woulda coulda shoulda ass hoe 😳🙊
136,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",gottiltf happy bday bitch ass nigga jetsandaswisherpreciate bitch roll
137,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",hbmostdope 1jayee pipinhoes used send bitch
138,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",hbmostdope ugly bitches like im wcw duh bitch aint nobody elses😂😂
139,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",halotgmg 1stnamebravo nigga know hacky sack hoes nah throw look passes lmao
141,3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",heartlessfuck glad im getting outta atlanta nothing bunch niggas outta jail dumb bitches mad kids fuckin em
142,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",hermosaalma isnt ghettoits smart httpstcompazq3jswf im idc
143,3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",hiimjorib would wife hoe cuz wouldnt care cheating force relationship first place
144,3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",hornyfacts single isnt excuse hoe theonemissluu
145,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",hoskinsty96 white boy power bitch black power bitch
146,3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",hudgens11 lets get drunk get blowed spit shit spark blunts fuck hoes bro white dudes chill
147,3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",iscoutgirls verballyabrupt bitch u around world back
148,3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",itsyahboiray anelylove dont get dick sucked yo party bad bitch im fr gone set 😂😂😂😂 anelylove
149,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",itsyesie oomf soooo cute probably hoes lot
150,3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",jayten9 every cartoon alway nuffsaid15 saving hoes lmao httptco9ukd8wtz6x lmao damn captain saveahoe
151,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",jreebo wants get nose bad bois scally chav sockfetish stinking httptcofeqxgn0w6i hot sox legs
152,3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",jamesynba wish bitch like brother keezy 😒 ooooow bet
153,6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",jasminepore dressed cat halloween basic pussy
154,4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",jewelxo pornhub get gaming stream feature dumb bitches gtfo pornhub get katie3
155,3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",joebudden stop scared choke sex u bitch ass niggas ’ like says guy hits women bed foh
156,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",johnny55perez whitethunduh ha well iguess make hoes loyal bro theyll never loyal hoes nig
157,6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",kazatta 1takehov oh man 5 molly ho fuck ya seed fixed
158,3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",kelsiebelsi youre man refer every girl bitch
159,3,0,3,0,1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",keyshawnswag lmfao cat started beating shit nigga finally got pussy nigga
160,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",keyshawnswag peel peel bring back rewind back im move shaq line ooooow tf said trash
161,3,0,2,1,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",kingcuh 16stanleys io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
162,3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",kinghendo95 vondreaam naw old tape new cover upcoming mixtape kingofthehill yeah im waiting hoe mayne
163,3,0,3,0,1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",kingteej ol dirty foot ass bitches funny
164,3,0,3,0,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",kingshawn6 whitethunduh thats get yellow flags amazing 👏😌 hell yeah niggy
165,3,0,3,0,1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",kissmysmilee dont got time bitches actin iffy
